age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_0_9,HEALTHY,0,0,0,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029684399,0.882573998,0.087741603,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110290741,0,0.666664178,0.223045081,0,0,0,0,0
Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226772,2.12E-22,1.86E-06,0,0.069771366,0
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.95575278,0,0,0.044104422,0.000142798
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999757,0,3.62E-05,0.099964068
Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999757,3.62E-05,0.099964068
Age_0_9,CURED,0,0,0,0,0,0,0,1,0
Age_0_9,DEAD,0,0,0,0,0,0,0,0,1
Age_10_19,HEALTHY,0,0,0,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029687734,0.882573233,0.087739033,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110282836,0,0.666666296,0.223050868,0,0,0,0,0
Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226483,4.86E-06,0.000281153,0,0.069487509,0
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752629,0,0,0.042973262,0.001274109
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.90000035,0,4.64E-05,0.099953237
Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.90000035,4.64E-05,0.099953237
Age_10_19,CURED,0,0,0,0,0,0,0,1,0
Age_10_19,DEAD,0,0,0,0,0,0,0,0,1
Age_20_29,HEALTHY,0,0,0,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029682737,0.882575784,0.087741479,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110294941,0,0.666661114,0.223043946,0,0,0,0,0
Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226643,1.07E-05,0.000280083,0,0.069482578,0
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.95575244,0,0,0.04071047,0.00353709
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999986,0,3.30E-05,0.099967056
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999986,3.30E-05,0.099967056
Age_20_29,CURED,0,0,0,0,0,0,0,1,0
Age_20_29,DEAD,0,0,0,0,0,0,0,0,1
Age_30_39,HEALTHY,0,0,0,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029694716,0.882574508,0.087730776,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110249911,0,0.666663485,0.223086604,0,0,0,0,0
Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226757,3.06E-05,0.000275562,0,0.069467094,0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752307,0,0,0.037315954,0.006931738
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000224,0,3.74E-05,0.099962349
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000224,3.74E-05,0.099962349
Age_30_39,CURED,0,0,0,0,0,0,0,1,0
Age_30_39,DEAD,0,0,0,0,0,0,0,0,1
Age_40_49,HEALTHY,0,0,0,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029690077,0.882574575,0.087735347,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110265961,0,0.66666256,0.223071479,0,0,0,0,0
Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226741,7.82E-05,0.000541168,0,0.069153928,0
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752213,0,0,0.032789828,0.011457959
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.90000005,0,3.85E-05,0.099961485
Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.90000005,3.85E-05,0.099961485
Age_40_49,CURED,0,0,0,0,0,0,0,1,0
Age_40_49,DEAD,0,0,0,0,0,0,0,0,1
Age_50_59,HEALTHY,0,0,0,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029696787,0.882575567,0.087727646,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110244467,0,0.66665239,0.223103143,0,0,0,0,0
Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226663,0.000187479,0.001742273,0,0.067843585,0
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.95575219,0,0,0.027131875,0.017115935
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999878,0,1.60E-06,0.099998524
Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999878,1.60E-06,0.099998524
Age_50_59,CURED,0,0,0,0,0,0,0,1,0
Age_50_59,DEAD,0,0,0,0,0,0,0,0,1
Age_60_69,HEALTHY,0,0,0,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029660381,0.88257245,0.087767169,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110350875,0,0.666673839,0.222975287,0,0,0,0,0
Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,0.93022598,0.000537438,0.00473168,0,0.064504903,0
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752248,0,0,0.020342214,0.023905538
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999806,0,2.30E-05,0.099977173
Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999806,2.30E-05,0.099977173
Age_60_69,CURED,0,0,0,0,0,0,0,1,0
Age_60_69,DEAD,0,0,0,0,0,0,0,0,1
Age_70_79,HEALTHY,0,0,0,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.029654807,0.88257307,0.087772123,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.110355328,0,0.666670405,0.222974266,0,0,0,0,0
Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,0.93022527,0.00130756,0.010218841,0,0.05824833,0
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752404,0,0,0.012420786,0.03182681
