age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_0_9,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825729280222818,0.0762388991372251,0.0,0.0,0.0,0.0,0.04118817284049306,0.0
Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666754824646384,0.19252669942012962,0.0,0.0,0.0,0.14079781811523207,0.0
Age_0_9,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302264846077497,1.5246447459656812e-07,2.323231692343004e-06,0.0,0.06977103969608338,0.0
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557529190177921,0.0,0.0,0.044103962547942,0.00014311843426587396
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.900000094687783,0.0,6.179583139131686e-05,0.09993810948082572
Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.900000094687783,6.179583139131686e-05,0.09993810948082572
Age_0_9,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_0_9,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_10_19,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825738766273624,0.07623621494567123,0.0,0.0,0.0,0.0,0.04118990842696635,0.0
Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666667347983594,0.19253781333538086,0.0,0.0,0.0,0.1407954518662598,0.0
Age_10_19,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.930226285248869,4.870285179758364e-06,0.0001413622005494819,0.0,0.06962748226540177,0.0
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557527266694326,0.0,0.0,0.04297290005845751,0.0012743732721099115
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.8999999156544326,0.0,5.8900273611425964e-05,0.09994118407195599
Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999156544326,5.8900273611425964e-05,0.09994118407195599
Age_10_19,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_10_19,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_20_29,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825743217399208,0.07623566902208286,0.0,0.0,0.0,0.0,0.0411900092379964,0.0
Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.666663695839173,0.19254111676592006,0.0,0.0,0.0,0.14079518739490704,0.0
Age_20_29,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302263869104471,1.006869711549716e-05,0.00013883147262712948,0.0,0.06962471291981027,0.0
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557525071365652,0.0,0.0,0.04071016665578662,0.003537326207648175
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.9000000362545795,0.0,5.973820787406222e-05,0.0999402255375464
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000362545795,5.973820787406222e-05,0.0999402255375464
Age_20_29,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_20_29,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_30_39,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825732542246256,0.076240095156241,0.0,0.0,0.0,0.0,0.04118665061913343,0.0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666703412991117,0.19252670137480152,0.0,0.0,0.0,0.1408029573260868,0.0
Age_30_39,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302264280077701,3.0433354887257363e-05,0.0001355963986580919,0.0,0.06960754223868458,0.0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557523434394852,0.0,0.0,0.037315834543095935,0.0069318220174188865
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.9000000352493699,0.0,7.117271551519474e-05,0.09992879203511487
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000352493699,7.117271551519474e-05,0.09992879203511487
Age_30_39,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_30_39,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_40_49,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.882573909010133,0.07623553467664093,0.0,0.0,0.0,0.0,0.04119055631322613,0.0
