age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_0_9,HEALTHY,0,0,0,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.026732437,0.882574257,0.090693306,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.117542882,0,0.666665331,0.215791787,0,0,0,0,0
Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226391,1.59E-07,0,0,0.06977345,0
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752824,0,0,0.044104184,0.000142991
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000071,0,2.27E-05,0.099977249
Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000071,2.27E-05,0.099977249
Age_0_9,CURED,0,0,0,0,0,0,0,1,0
Age_0_9,DEAD,0,0,0,0,0,0,0,0,1
Age_10_19,HEALTHY,0,0,0,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.026729496,0.882574216,0.090696288,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.117548396,0,0.666664301,0.215787303,0,0,0,0,0
Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226364,4.71E-06,1.44E-06,0,0.069767486,0
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752656,0,0,0.042973034,0.00127431
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999972,0,1.90E-05,0.09998101
Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999972,1.90E-05,0.09998101
Age_10_19,CURED,0,0,0,0,0,0,0,1,0
Age_10_19,DEAD,0,0,0,0,0,0,0,0,1
Age_20_29,HEALTHY,0,0,0,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.026728808,0.882574099,0.090697093,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.11755327,0,0.666665738,0.215780991,0,0,0,0,0
Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,0.930226343,1.04E-05,1.51E-06,0,0.069761757,0
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752474,0,0,0.04071036,0.003537166
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999987,0,2.89E-05,0.099971088
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999987,2.89E-05,0.099971088
Age_20_29,CURED,0,0,0,0,0,0,0,1,0
Age_20_29,DEAD,0,0,0,0,0,0,0,0,1
Age_30_39,HEALTHY,0,0,0,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.026729072,0.882574014,0.090696914,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.117545003,0,0.666666183,0.215788814,0,0,0,0,0
Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,0.93022622,3.05E-05,8.20E-07,0,0.069742462,0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752297,0,0,0.037315946,0.006931757
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900000086,0,2.22E-05,0.099977757
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900000086,2.22E-05,0.099977757
Age_30_39,CURED,0,0,0,0,0,0,0,1,0
