age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_0_9,HEALTHY,0,0,0,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011427273,0.882574724,0.105998003,0,0,0,0,0,0
Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056382736,0,0.66666189,0.276955374,0,0,0,0,0
Age_0_9,INFECTED_SYMPTOMS_MILD,0.00022,0,0,0.930226117,2.49E-21,0.069338849,0,0.00022,0
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752777,0,0,0.044104288,0.000142935
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900002566,0,0.099994102,3.33E-06
Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900002566,0.099994102,3.33E-06
Age_0_9,CURED,0,0,0,0,0,0,0,1,0
Age_0_9,DEAD,0,0,0,0,0,0,0,0,1
Age_10_19,HEALTHY,0,0,0,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011430488,0.882573595,0.105995917,0,0,0,0,0,0
Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056374134,0,0.666666089,0.276959776,0,0,0,0,0
Age_10_19,INFECTED_SYMPTOMS_MILD,0.00022,0,0,0.930226083,4.67E-06,0.069332092,0,0.00022,0
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752617,0,0,0.042973218,0.001274165
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900001388,0,0.099731092,0.00026752
Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900001388,0.099731092,0.00026752
Age_10_19,CURED,0,0,0,0,0,0,0,1,0
Age_10_19,DEAD,0,0,0,0,0,0,0,0,1
Age_20_29,HEALTHY,0,0,0,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011435991,0.882574899,0.10598911,0,0,0,0,0,0
Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.05636438,0,0.66666192,0.276973699,0,0,0,0,0
Age_20_29,INFECTED_SYMPTOMS_MILD,0.00021,0,0,0.930226091,1.03E-05,0.069339543,0,0.00021,0
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752443,0,0,0.040710432,0.003537125
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900001745,0,0.099730256,0.000267999
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900001745,0.099730256,0.000267999
Age_20_29,CURED,0,0,0,0,0,0,0,1,0
Age_20_29,DEAD,0,0,0,0,0,0,0,0,1
Age_30_39,HEALTHY,0,0,0,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011437608,0.882573833,0.105988559,0,0,0,0,0,0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056357356,0,0.666667897,0.276974747,0,0,0,0,0
Age_30_39,INFECTED_SYMPTOMS_MILD,0.0002,0,0,0.930226094,3.02E-05,0.069350928,0,0.0002,0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752303,0,0,0.037315986,0.006931711
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900002329,0,0.099733598,0.000264073
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900002329,0.099733598,0.000264073
Age_30_39,CURED,0,0,0,0,0,0,0,1,0
Age_30_39,DEAD,0,0,0,0,0,0,0,0,1
Age_40_49,HEALTHY,0,0,0,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.01144313,0.882574806,0.105982063,0,0,0,0,0,0
Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056339345,0,0.666660952,0.276999703,0,0,0,0,0
Age_40_49,INFECTED_SYMPTOMS_MILD,0.0002,0,0,0.930226033,7.82E-05,0.069305301,0,0.0002,0
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752207,0,0,0.032789793,0.011458
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900002454,0,0.099489124,0.000508422
Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900002454,0.099489124,0.000508422
Age_40_49,CURED,0,0,0,0,0,0,0,1,0
Age_40_49,DEAD,0,0,0,0,0,0,0,0,1
Age_50_59,HEALTHY,0,0,0,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.01142742,0.882573478,0.105999102,0,0,0,0,0,0
Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0563812,0,0.666668098,0.276950702,0,0,0,0,0
Age_50_59,INFECTED_SYMPTOMS_MILD,0.0002,0,0,0.930226091,0.000187207,0.069180421,0,0.0002,0
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752189,0,0,0.027131876,0.017115934
Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.900001469,0,0.09835388,0.001644651
Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.900001469,0.09835388,0.001644651
Age_50_59,CURED,0,0,0,0,0,0,0,1,0
Age_50_59,DEAD,0,0,0,0,0,0,0,0,1
Age_60_69,HEALTHY,0,0,0,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011435016,0.882574144,0.10599084,0,0,0,0,0,0
Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056357522,0,0.666666137,0.27697634,0,0,0,0,0
Age_60_69,INFECTED_SYMPTOMS_MILD,6e-05,0,0,0.93022592,0.000537857,0.069120806,0,6e-05,0
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752249,0,0,0.02034223,0.023905521
Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.899999617,0,0.095574276,0.004426107
Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.899999617,0.095574276,0.004426107
Age_60_69,CURED,0,0,0,0,0,0,0,1,0
Age_60_69,DEAD,0,0,0,0,0,0,0,0,1
Age_70_79,HEALTHY,0,0,0,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011408021,0.882573391,0.106018588,0,0,0,0,0,0
Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056432644,0,0.666669584,0.276897773,0,0,0,0,0
Age_70_79,INFECTED_SYMPTOMS_MILD,0.0,0,0,0.930226023,0.001308174,0.068465803,0,0.0,0
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752408,0,0,0.012420854,0.031826738
Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.89999683,0,0.090511853,0.009491317
Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.89999683,0.090511853,0.009491317
Age_70_79,CURED,0,0,0,0,0,0,0,1,0
Age_70_79,DEAD,0,0,0,0,0,0,0,0,1
Age_80_150,HEALTHY,0,0,0,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.011389965,0.88257442,0.106035616,0,0,0,0,0,0
Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.056486398,0,0.666663891,0.276849711,0,0,0,0,0
Age_80_150,INFECTED_SYMPTOMS_MILD,0.0,0,0,0.930226153,0.000294116,0.069479731,0,0.0,0
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0.955752624,0,0,0.003367745,0.040879632
Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0.89999478,0,0.080586177,0.019419044
Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0.89999478,0.080586177,0.019419044
Age_80_150,CURED,0,0,0,0,0,0,0,1,0
Age_80_150,DEAD,0,0,0,0,0,0,0,0,1
