age,stage,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
Age_0_9,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825739982674087,0.08774160305474957,0.0,0.0,0.0,0.0,0.029684398677841735,0.0
Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666641776670663,0.22304508120904776,0.0,0.0,0.0,0.11029074112388595,0.0
Age_0_9,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302267724970172,2.117582368135751e-22,1.8618077107944732e-06,0.0,0.069771365695272,0.0
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557527796853754,0.0,0.0,0.044104422072322,0.00014279824230259763
Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.8999997574665854,0.0,3.6174491464127515e-05,0.09996406804195043
Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.8999997574665854,3.6174491464127515e-05,0.09996406804195043
Age_0_9,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_0_9,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_10_19,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825732332201893,0.08773903264123274,0.0,0.0,0.0,0.0,0.029687734138577962,0.0
Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666662961831504,0.22305086831236506,0.0,0.0,0.0,0.1102828355044845,0.0
Age_10_19,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302264830967724,4.855812970785321e-06,0.0002811525615375103,0.0,0.06948750852871935,0.0
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557526288091913,0.0,0.0,0.04297326243079642,0.001274108760012264
Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.9000003496610172,0.0,4.6413709822426176e-05,0.0999532366291604
Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.9000003496610172,4.6413709822426176e-05,0.0999532366291604
Age_10_19,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_10_19,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_20_29,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825757837862379,0.08774147910230748,0.0,0.0,0.0,0.0,0.029682737111454638,0.0
Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.666661113656588,0.22304394563126412,0.0,0.0,0.0,0.11029494071214793,0.0
Age_20_29,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302266434241482,1.0695207839544835e-05,0.0002800829774809278,0.0,0.0694825783905314,0.0
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557524404736655,0.0,0.0,0.04071046971626536,0.003537089810069183
Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.8999999859777854,0.0,3.2958463364214184e-05,0.09996705555885044
Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999859777854,3.2958463364214184e-05,0.09996705555885044
Age_20_29,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_20_29,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_30_39,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825745079230792,0.08773077602455659,0.0,0.0,0.0,0.0,0.029694716052364192,0.0
Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666634845990016,0.22308660428325996,0.0,0.0,0.0,0.11024991111773842,0.0
Age_30_39,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302267567949987,3.058758337669425e-05,0.00027556201893964204,0.0,0.06946709360268502,0.0
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557523073753517,0.0,0.0,0.037315954138582595,0.006931738486065707
Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.9000002242261522,0.0,3.742652504002565e-05,0.09996234924880774
Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.9000002242261522,3.742652504002565e-05,0.09996234924880774
Age_30_39,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_30_39,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_40_49,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825745754835918,0.0877353470481645,0.0,0.0,0.0,0.0,0.02969007746824372,0.0
Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0.0,0.0,0.6666625598025375,0.2230714791711169,0.0,0.0,0.0,0.11026596102634552,0.0
Age_40_49,INFECTED_SYMPTOMS_MILD,0.0,0.0,0.0,0.9302267409909775,7.816335764726089e-05,0.0005411678094326673,0.0,0.0691539278419426,0.0
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0.0,0.0,0.0,0.0,0.9557522131333863,0.0,0.0,0.03278982801876158,0.011457958847852136
Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0.0,0.0,0.0,0.0,0.0,0.9000000497914925,0.0,3.846513243161123e-05,0.09996148507607593
Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000497914925,3.846513243161123e-05,0.09996148507607593
Age_40_49,CURED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Age_40_49,DEAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Age_50_59,HEALTHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0.0,0.8825755668114594,0.08772764600308515,0.0,0.0,0.0,0.0,0.029696787185455428,0.0
