Corop,Agegroup,Stage,NumberInfected
Achterhoek,Age_0_9,HEALTHY,2
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,36
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,9
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_MILD,8
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_0_9,CURED,1
Achterhoek,Age_0_9,DEAD,0
Achterhoek,Age_10_19,HEALTHY,3
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,40
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,11
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_MILD,9
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_10_19,CURED,1
Achterhoek,Age_10_19,DEAD,0
Achterhoek,Age_20_29,HEALTHY,3
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,44
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,12
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_20_29,CURED,1
Achterhoek,Age_20_29,DEAD,0
Achterhoek,Age_30_39,HEALTHY,3
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,42
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,11
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_30_39,CURED,1
Achterhoek,Age_30_39,DEAD,0
Achterhoek,Age_40_49,HEALTHY,3
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,45
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,12
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_40_49,CURED,1
Achterhoek,Age_40_49,DEAD,0
Achterhoek,Age_50_59,HEALTHY,3
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,50
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,13
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_MILD,11
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_50_59,CURED,1
Achterhoek,Age_50_59,DEAD,0
Achterhoek,Age_60_69,HEALTHY,3
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,42
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,11
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_MILD,9
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_60_69,CURED,1
Achterhoek,Age_60_69,DEAD,0
Achterhoek,Age_70_79,HEALTHY,2
