Corop,Agegroup,Stage,NumberInfected
Achterhoek,Age_0_9,HEALTHY,0
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,37
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,6
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_MILD,6
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_0_9,CURED,7
Achterhoek,Age_0_9,DEAD,0
Achterhoek,Age_10_19,HEALTHY,0
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,41
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_MILD,6
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_10_19,CURED,8
Achterhoek,Age_10_19,DEAD,0
Achterhoek,Age_20_29,HEALTHY,0
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,45
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_20_29,CURED,8
Achterhoek,Age_20_29,DEAD,0
Achterhoek,Age_30_39,HEALTHY,0
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,44
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_30_39,CURED,8
Achterhoek,Age_30_39,DEAD,0
Achterhoek,Age_40_49,HEALTHY,0
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,47
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,8
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_40_49,CURED,9
Achterhoek,Age_40_49,DEAD,0
Achterhoek,Age_50_59,HEALTHY,0
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,52
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,8
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_MILD,8
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_50_59,CURED,10
Achterhoek,Age_50_59,DEAD,0
Achterhoek,Age_60_69,HEALTHY,0
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,43
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_60_69,CURED,8
Achterhoek,Age_60_69,DEAD,0
Achterhoek,Age_70_79,HEALTHY,0
Achterhoek,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,31
Achterhoek,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,5
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_MILD,5
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_70_79,CURED,6
Achterhoek,Age_70_79,DEAD,0
Achterhoek,Age_80_150,HEALTHY,0
Achterhoek,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,17
Achterhoek,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,3
Achterhoek,Age_80_150,INFECTED_SYMPTOMS_MILD,2
Achterhoek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_80_150,CURED,3
Achterhoek,Age_80_150,DEAD,0
AgglomeratieHaarlem,Age_0_9,HEALTHY,0
AgglomeratieHaarlem,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,23
AgglomeratieHaarlem,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,4
AgglomeratieHaarlem,Age_0_9,INFECTED_SYMPTOMS_MILD,3
AgglomeratieHaarlem,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
AgglomeratieHaarlem,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
