Corop,Agegroup,Stage,NumberInfected
Achterhoek,Age_0_9,HEALTHY,0
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,31
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,6
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_MILD,6
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_0_9,CURED,4
Achterhoek,Age_0_9,DEAD,0
Achterhoek,Age_10_19,HEALTHY,0
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,35
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,6
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_MILD,6
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_10_19,CURED,5
Achterhoek,Age_10_19,DEAD,0
Achterhoek,Age_20_29,HEALTHY,0
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,38
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_20_29,CURED,5
Achterhoek,Age_20_29,DEAD,0
Achterhoek,Age_30_39,HEALTHY,0
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,36
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_30_39,CURED,5
Achterhoek,Age_30_39,DEAD,0
Achterhoek,Age_40_49,HEALTHY,0
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,39
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,7
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_40_49,CURED,5
Achterhoek,Age_40_49,DEAD,0
Achterhoek,Age_50_59,HEALTHY,0
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,43
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,8
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_MILD,8
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_50_59,CURED,6
Achterhoek,Age_50_59,DEAD,0
Achterhoek,Age_60_69,HEALTHY,0
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,36
Achterhoek,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,6
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_MILD,7
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_60_69,CURED,5
Achterhoek,Age_60_69,DEAD,0
Achterhoek,Age_70_79,HEALTHY,0
Achterhoek,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,26
Achterhoek,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,5
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_MILD,5
Achterhoek,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
