Corop,Agegroup,Stage,NumberInfected
Achterhoek,Age_0_9,HEALTHY,1
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,24
Achterhoek,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,8
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_MILD,8
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_0_9,CURED,1
Achterhoek,Age_0_9,DEAD,0
Achterhoek,Age_10_19,HEALTHY,1
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,27
Achterhoek,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,9
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_MILD,9
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_10_19,CURED,1
Achterhoek,Age_10_19,DEAD,0
Achterhoek,Age_20_29,HEALTHY,1
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,29
Achterhoek,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,10
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_20_29,CURED,2
Achterhoek,Age_20_29,DEAD,0
Achterhoek,Age_30_39,HEALTHY,1
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,28
Achterhoek,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,9
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_30_39,CURED,1
Achterhoek,Age_30_39,DEAD,0
Achterhoek,Age_40_49,HEALTHY,1
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,30
Achterhoek,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,10
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_MILD,10
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0
Achterhoek,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0
Achterhoek,Age_40_49,CURED,2
Achterhoek,Age_40_49,DEAD,0
Achterhoek,Age_50_59,HEALTHY,1
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,34
Achterhoek,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,11
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_MILD,11
Achterhoek,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0
